participant_id,trial_num,option_a,option_b,target,option_a_file,option_b_file,target_file
1,57,186a,418a,420a,186a_GG_MB_2021_MdAM_final_nocolor.png,418a_Gonn_AP_Monrepos_final_nocolor.png,420a_Gonn_AP_Monrepos_final_nocolor.png
1,58,144b,226a,186b,144b_L-B_MdP_final_nocolor.png,226a_Aguas_Sant_Final_nocolor.png,186b_GG_MB_2021_MdAM_final_nocolor.png
1,59,202b,73b,418a,202b_final_nocolor.png,73b_Gonn_AP_Monrepos_final_nocolor.png,418a_Gonn_AP_Monrepos_final_nocolor.png
1,60,370a,420a,202a,370a_Gonn_AP_Monrepos_final_nocolor.png,420a_Gonn_AP_Monrepos_final_nocolor.png,202a_final_nocolor.png
1,61,144a,626a,431a,144a_L-B_MdP_final_nocolor.png,626a_Gonn_AP_Monrepos_final_nocolor.png,431a_Gonn_AP_Monrepos_final_nocolor.png
1,62,70b,93b,418a,70b_Gonn_AP_Monrepos_final_nocolor.png,93b_Gourdan_GG_MB_2021_MAN_Piette_final_nocolor.png,418a_Gonn_AP_Monrepos_final_nocolor.png
1,63,226b,241b,70b,226b_Aguas_Santander_final_nocolor.png,241b_Badegoule_MdP_Pr.A.png,70b_Gonn_AP_Monrepos_final_nocolor.png
1,64,307b,370a,93a,307b_Gonn_AP_Monrepos_final_nocolor.png,370a_Gonn_AP_Monrepos_final_nocolor.png,93a_Gourdan_GG_MB_2021_MAN_Piette_final_nocolor.png
1,65,418a,93b,201a,418a_Gonn_AP_Monrepos_final_nocolor.png,93b_Gourdan_GG_MB_2021_MAN_Piette_final_nocolor.png,201a_Peters_Graziosi 1960_final_nocolor.png
1,66,167b,360a,307a,167b_GG_MB_2021_MdAM_final_nocolor.png,360a_Gonn_AP_Monrepos_final_nocolor.png,307a_Gonn_AP_Monrepos_final_nocolor.png
1,67,626a,70b,370a,626a_Gonn_AP_Monrepos_final_nocolor.png,70b_Gonn_AP_Monrepos_final_nocolor.png,370a_Gonn_AP_Monrepos_final_nocolor.png
1,68,226a,73b,241a,226a_Aguas_Sant_Final_nocolor.png,73b_Gonn_AP_Monrepos_final_nocolor.png,241a_Badegoule_MdP_Pr.A.png
1,69,552a,93a,73a,552a_Gonn_AP_Monrepos_final_nocolor.png,93a_Gourdan_GG_MB_2021_MAN_Piette_final_nocolor.png,73a_Gonn_AP_Monrepos_final_nocolor.png
1,70,420a,84a,226a,420a_Gonn_AP_Monrepos_final_nocolor.png,84a_Gonn_AP_Monrepos_final_nocolor.png,226a_Aguas_Sant_Final_nocolor.png
1,71,484a,555a,552a,484a_Gonn_AP_Monrepos_final_nocolor.png,555a_Gonn_AP_Monrepos_final_nocolor.png,552a_Gonn_AP_Monrepos_final_nocolor.png
1,72,186a,552a,484a,186a_GG_MB_2021_MdAM_final_nocolor.png,552a_Gonn_AP_Monrepos_final_nocolor.png,484a_Gonn_AP_Monrepos_final_nocolor.png
1,73,186a,73b,151b,186a_GG_MB_2021_MdAM_final_nocolor.png,73b_Gonn_AP_Monrepos_final_nocolor.png,151b_PC_DSC00570_final_nocolor.png
1,74,420b,555a,420a,420b_Gonn_AP_Monrepos_final_nocolor.png,555a_Gonn_AP_Monrepos_final_nocolor.png,420a_Gonn_AP_Monrepos_final_nocolor.png
1,75,202b,355a,202a,202b_final_nocolor.png,355a_Gonn_AP_Monrepos_final_nocolor.png,202a_final_nocolor.png
1,76,202a,307a,186a,202a_final_nocolor.png,307a_Gonn_AP_Monrepos_final_nocolor.png,186a_GG_MB_2021_MdAM_final_nocolor.png
1,77,70b,73b,307b,70b_Gonn_AP_Monrepos_final_nocolor.png,73b_Gonn_AP_Monrepos_final_nocolor.png,307b_Gonn_AP_Monrepos_final_nocolor.png
1,78,431a,631a,202b,431a_Gonn_AP_Monrepos_final_nocolor.png,631a_Gonn_AP_Monrepos_final_nocolor.png,202b_final_nocolor.png
1,79,360a,73a,626a,360a_Gonn_AP_Monrepos_final_nocolor.png,73a_Gonn_AP_Monrepos_final_nocolor.png,626a_Gonn_AP_Monrepos_final_nocolor.png
1,80,484a,73b,144a,484a_Gonn_AP_Monrepos_final_nocolor.png,73b_Gonn_AP_Monrepos_final_nocolor.png,144a_L-B_MdP_final_nocolor.png
1,81,151a,167b,73b,151a MdA_final_nocolor.png,167b_GG_MB_2021_MdAM_final_nocolor.png,73b_Gonn_AP_Monrepos_final_nocolor.png
1,82,167a,186a,70a,167a_GG_MB_2021_MdAM_final_nocolor.png,186a_GG_MB_2021_MdAM_final_nocolor.png,70a_Gonn_AP_Monrepos_final_nocolor.png
1,83,186b,484a,144a,186b_GG_MB_2021_MdAM_final_nocolor.png,484a_Gonn_AP_Monrepos_final_nocolor.png,144a_L-B_MdP_final_nocolor.png
1,84,144a,420a,201a,144a_L-B_MdP_final_nocolor.png,420a_Gonn_AP_Monrepos_final_nocolor.png,201a_Peters_Graziosi 1960_final_nocolor.png
1,85,226a,431a,167b,226a_Aguas_Sant_Final_nocolor.png,431a_Gonn_AP_Monrepos_final_nocolor.png,167b_GG_MB_2021_MdAM_final_nocolor.png
1,86,151b,353a,226a,151b_PC_DSC00570_final_nocolor.png,353a_Gonn_AP_Monrepos_final_nocolor.png,226a_Aguas_Sant_Final_nocolor.png
1,87,631a,84a,93b,631a_Gonn_AP_Monrepos_final_nocolor.png,84a_Gonn_AP_Monrepos_final_nocolor.png,93b_Gourdan_GG_MB_2021_MAN_Piette_final_nocolor.png
1,88,151b,241a,144b,151b_PC_DSC00570_final_nocolor.png,241a_Badegoule_MdP_Pr.A.png,144b_L-B_MdP_final_nocolor.png
1,89,241b,353a,84a,241b_Badegoule_MdP_Pr.A.png,353a_Gonn_AP_Monrepos_final_nocolor.png,84a_Gonn_AP_Monrepos_final_nocolor.png
1,90,151b,201a,73b,151b_PC_DSC00570_final_nocolor.png,201a_Peters_Graziosi 1960_final_nocolor.png,73b_Gonn_AP_Monrepos_final_nocolor.png
1,91,626a,93a,93b,626a_Gonn_AP_Monrepos_final_nocolor.png,93a_Gourdan_GG_MB_2021_MAN_Piette_final_nocolor.png,93b_Gourdan_GG_MB_2021_MAN_Piette_final_nocolor.png
1,92,353a,418a,431a,353a_Gonn_AP_Monrepos_final_nocolor.png,418a_Gonn_AP_Monrepos_final_nocolor.png,431a_Gonn_AP_Monrepos_final_nocolor.png
1,93,151a,186b,370a,151a MdA_final_nocolor.png,186b_GG_MB_2021_MdAM_final_nocolor.png,370a_Gonn_AP_Monrepos_final_nocolor.png
1,94,167b,241a,307a,167b_GG_MB_2021_MdAM_final_nocolor.png,241a_Badegoule_MdP_Pr.A.png,307a_Gonn_AP_Monrepos_final_nocolor.png
1,95,151b,353a,186b,151b_PC_DSC00570_final_nocolor.png,353a_Gonn_AP_Monrepos_final_nocolor.png,186b_GG_MB_2021_MdAM_final_nocolor.png
1,96,631a,70b,144b,631a_Gonn_AP_Monrepos_final_nocolor.png,70b_Gonn_AP_Monrepos_final_nocolor.png,144b_L-B_MdP_final_nocolor.png
1,97,144b,552a,418a,144b_L-B_MdP_final_nocolor.png,552a_Gonn_AP_Monrepos_final_nocolor.png,418a_Gonn_AP_Monrepos_final_nocolor.png
1,98,241b,552a,353a,241b_Badegoule_MdP_Pr.A.png,552a_Gonn_AP_Monrepos_final_nocolor.png,353a_Gonn_AP_Monrepos_final_nocolor.png
1,99,144a,307b,241b,144a_L-B_MdP_final_nocolor.png,307b_Gonn_AP_Monrepos_final_nocolor.png,241b_Badegoule_MdP_Pr.A.png
1,100,241a,84a,93a,241a_Badegoule_MdP_Pr.A.png,84a_Gonn_AP_Monrepos_final_nocolor.png,93a_Gourdan_GG_MB_2021_MAN_Piette_final_nocolor.png
1,101,431a,93b,241b,431a_Gonn_AP_Monrepos_final_nocolor.png,93b_Gourdan_GG_MB_2021_MAN_Piette_final_nocolor.png,241b_Badegoule_MdP_Pr.A.png
1,102,355a,418a,370a,355a_Gonn_AP_Monrepos_final_nocolor.png,418a_Gonn_AP_Monrepos_final_nocolor.png,370a_Gonn_AP_Monrepos_final_nocolor.png
1,103,552a,73b,360a,552a_Gonn_AP_Monrepos_final_nocolor.png,73b_Gonn_AP_Monrepos_final_nocolor.png,360a_Gonn_AP_Monrepos_final_nocolor.png
1,104,631a,93a,93b,631a_Gonn_AP_Monrepos_final_nocolor.png,93a_Gourdan_GG_MB_2021_MAN_Piette_final_nocolor.png,93b_Gourdan_GG_MB_2021_MAN_Piette_final_nocolor.png
1,105,360a,93a,307a,360a_Gonn_AP_Monrepos_final_nocolor.png,93a_Gourdan_GG_MB_2021_MAN_Piette_final_nocolor.png,307a_Gonn_AP_Monrepos_final_nocolor.png
1,106,144b,73a,202b,144b_L-B_MdP_final_nocolor.png,73a_Gonn_AP_Monrepos_final_nocolor.png,202b_final_nocolor.png
1,107,202b,370a,167a,202b_final_nocolor.png,370a_Gonn_AP_Monrepos_final_nocolor.png,167a_GG_MB_2021_MdAM_final_nocolor.png
1,108,144a,93a,370a,144a_L-B_MdP_final_nocolor.png,93a_Gourdan_GG_MB_2021_MAN_Piette_final_nocolor.png,370a_Gonn_AP_Monrepos_final_nocolor.png
1,109,144a,241b,420b,144a_L-B_MdP_final_nocolor.png,241b_Badegoule_MdP_Pr.A.png,420b_Gonn_AP_Monrepos_final_nocolor.png
1,110,431a,70a,151b,431a_Gonn_AP_Monrepos_final_nocolor.png,70a_Gonn_AP_Monrepos_final_nocolor.png,151b_PC_DSC00570_final_nocolor.png
1,111,186b,93b,307b,186b_GG_MB_2021_MdAM_final_nocolor.png,93b_Gourdan_GG_MB_2021_MAN_Piette_final_nocolor.png,307b_Gonn_AP_Monrepos_final_nocolor.png
1,112,307b,420b,167a,307b_Gonn_AP_Monrepos_final_nocolor.png,420b_Gonn_AP_Monrepos_final_nocolor.png,167a_GG_MB_2021_MdAM_final_nocolor.png
1,113,186b,73a,93b,186b_GG_MB_2021_MdAM_final_nocolor.png,73a_Gonn_AP_Monrepos_final_nocolor.png,93b_Gourdan_GG_MB_2021_MAN_Piette_final_nocolor.png
1,114,226b,631a,241a,226b_Aguas_Santander_final_nocolor.png,631a_Gonn_AP_Monrepos_final_nocolor.png,241a_Badegoule_MdP_Pr.A.png
1,115,202a,73a,431a,202a_final_nocolor.png,73a_Gonn_AP_Monrepos_final_nocolor.png,431a_Gonn_AP_Monrepos_final_nocolor.png
1,116,241a,360a,70b,241a_Badegoule_MdP_Pr.A.png,360a_Gonn_AP_Monrepos_final_nocolor.png,70b_Gonn_AP_Monrepos_final_nocolor.png
1,117,186b,70a,420a,186b_GG_MB_2021_MdAM_final_nocolor.png,70a_Gonn_AP_Monrepos_final_nocolor.png,420a_Gonn_AP_Monrepos_final_nocolor.png
1,118,307a,84a,355a,307a_Gonn_AP_Monrepos_final_nocolor.png,84a_Gonn_AP_Monrepos_final_nocolor.png,355a_Gonn_AP_Monrepos_final_nocolor.png
1,119,186b,355a,201a,186b_GG_MB_2021_MdAM_final_nocolor.png,355a_Gonn_AP_Monrepos_final_nocolor.png,201a_Peters_Graziosi 1960_final_nocolor.png
1,120,167b,241b,355a,167b_GG_MB_2021_MdAM_final_nocolor.png,241b_Badegoule_MdP_Pr.A.png,355a_Gonn_AP_Monrepos_final_nocolor.png
1,121,167b,226a,93a,167b_GG_MB_2021_MdAM_final_nocolor.png,226a_Aguas_Sant_Final_nocolor.png,93a_Gourdan_GG_MB_2021_MAN_Piette_final_nocolor.png
1,122,420a,431a,418a,420a_Gonn_AP_Monrepos_final_nocolor.png,431a_Gonn_AP_Monrepos_final_nocolor.png,418a_Gonn_AP_Monrepos_final_nocolor.png
1,123,226a,241b,70b,226a_Aguas_Sant_Final_nocolor.png,241b_Badegoule_MdP_Pr.A.png,70b_Gonn_AP_Monrepos_final_nocolor.png
1,124,420b,70a,552a,420b_Gonn_AP_Monrepos_final_nocolor.png,70a_Gonn_AP_Monrepos_final_nocolor.png,552a_Gonn_AP_Monrepos_final_nocolor.png
1,125,73b,84a,201a,73b_Gonn_AP_Monrepos_final_nocolor.png,84a_Gonn_AP_Monrepos_final_nocolor.png,201a_Peters_Graziosi 1960_final_nocolor.png
1,126,307a,555a,202b,307a_Gonn_AP_Monrepos_final_nocolor.png,555a_Gonn_AP_Monrepos_final_nocolor.png,202b_final_nocolor.png
1,127,355a,93b,93a,355a_Gonn_AP_Monrepos_final_nocolor.png,93b_Gourdan_GG_MB_2021_MAN_Piette_final_nocolor.png,93a_Gourdan_GG_MB_2021_MAN_Piette_final_nocolor.png
1,128,420a,555a,202b,420a_Gonn_AP_Monrepos_final_nocolor.png,555a_Gonn_AP_Monrepos_final_nocolor.png,202b_final_nocolor.png
1,129,226b,360a,186b,226b_Aguas_Santander_final_nocolor.png,360a_Gonn_AP_Monrepos_final_nocolor.png,186b_GG_MB_2021_MdAM_final_nocolor.png
1,130,202a,241b,431a,202a_final_nocolor.png,241b_Badegoule_MdP_Pr.A.png,431a_Gonn_AP_Monrepos_final_nocolor.png
1,131,360a,420b,626a,360a_Gonn_AP_Monrepos_final_nocolor.png,420b_Gonn_AP_Monrepos_final_nocolor.png,626a_Gonn_AP_Monrepos_final_nocolor.png
1,132,70b,93b,555a,70b_Gonn_AP_Monrepos_final_nocolor.png,93b_Gourdan_GG_MB_2021_MAN_Piette_final_nocolor.png,555a_Gonn_AP_Monrepos_final_nocolor.png
1,133,186b,226b,201a,186b_GG_MB_2021_MdAM_final_nocolor.png,226b_Aguas_Santander_final_nocolor.png,201a_Peters_Graziosi 1960_final_nocolor.png
1,134,144a,226b,552a,144a_L-B_MdP_final_nocolor.png,226b_Aguas_Santander_final_nocolor.png,552a_Gonn_AP_Monrepos_final_nocolor.png
1,135,151b,70a,186a,151b_PC_DSC00570_final_nocolor.png,70a_Gonn_AP_Monrepos_final_nocolor.png,186a_GG_MB_2021_MdAM_final_nocolor.png
1,136,552a,626a,241a,552a_Gonn_AP_Monrepos_final_nocolor.png,626a_Gonn_AP_Monrepos_final_nocolor.png,241a_Badegoule_MdP_Pr.A.png
1,137,226a,353a,360a,226a_Aguas_Sant_Final_nocolor.png,353a_Gonn_AP_Monrepos_final_nocolor.png,360a_Gonn_AP_Monrepos_final_nocolor.png
1,138,186a,241a,84a,186a_GG_MB_2021_MdAM_final_nocolor.png,241a_Badegoule_MdP_Pr.A.png,84a_Gonn_AP_Monrepos_final_nocolor.png
1,139,484a,84a,70a,484a_Gonn_AP_Monrepos_final_nocolor.png,84a_Gonn_AP_Monrepos_final_nocolor.png,70a_Gonn_AP_Monrepos_final_nocolor.png
1,140,186a,431a,626a,186a_GG_MB_2021_MdAM_final_nocolor.png,431a_Gonn_AP_Monrepos_final_nocolor.png,626a_Gonn_AP_Monrepos_final_nocolor.png
1,141,370a,555a,144a,370a_Gonn_AP_Monrepos_final_nocolor.png,555a_Gonn_AP_Monrepos_final_nocolor.png,144a_L-B_MdP_final_nocolor.png
1,142,73a,73b,353a,73a_Gonn_AP_Monrepos_final_nocolor.png,73b_Gonn_AP_Monrepos_final_nocolor.png,353a_Gonn_AP_Monrepos_final_nocolor.png
1,143,555a,631a,202b,555a_Gonn_AP_Monrepos_final_nocolor.png,631a_Gonn_AP_Monrepos_final_nocolor.png,202b_final_nocolor.png
1,144,307b,420b,360a,307b_Gonn_AP_Monrepos_final_nocolor.png,420b_Gonn_AP_Monrepos_final_nocolor.png,360a_Gonn_AP_Monrepos_final_nocolor.png
1,145,186b,484a,202b,186b_GG_MB_2021_MdAM_final_nocolor.png,484a_Gonn_AP_Monrepos_final_nocolor.png,202b_final_nocolor.png
1,146,353a,484a,202a,353a_Gonn_AP_Monrepos_final_nocolor.png,484a_Gonn_AP_Monrepos_final_nocolor.png,202a_final_nocolor.png
1,147,144a,70a,552a,144a_L-B_MdP_final_nocolor.png,70a_Gonn_AP_Monrepos_final_nocolor.png,552a_Gonn_AP_Monrepos_final_nocolor.png
1,148,241b,93a,70b,241b_Badegoule_MdP_Pr.A.png,93a_Gourdan_GG_MB_2021_MAN_Piette_final_nocolor.png,70b_Gonn_AP_Monrepos_final_nocolor.png
1,149,226a,552a,202b,226a_Aguas_Sant_Final_nocolor.png,552a_Gonn_AP_Monrepos_final_nocolor.png,202b_final_nocolor.png
1,150,202b,84a,552a,202b_final_nocolor.png,84a_Gonn_AP_Monrepos_final_nocolor.png,552a_Gonn_AP_Monrepos_final_nocolor.png
1,151,353a,73a,418a,353a_Gonn_AP_Monrepos_final_nocolor.png,73a_Gonn_AP_Monrepos_final_nocolor.png,418a_Gonn_AP_Monrepos_final_nocolor.png
1,152,431a,84a,420a,431a_Gonn_AP_Monrepos_final_nocolor.png,84a_Gonn_AP_Monrepos_final_nocolor.png,420a_Gonn_AP_Monrepos_final_nocolor.png
1,153,186b,202b,420a,186b_GG_MB_2021_MdAM_final_nocolor.png,202b_final_nocolor.png,420a_Gonn_AP_Monrepos_final_nocolor.png
1,154,420b,484a,360a,420b_Gonn_AP_Monrepos_final_nocolor.png,484a_Gonn_AP_Monrepos_final_nocolor.png,360a_Gonn_AP_Monrepos_final_nocolor.png
1,155,552a,631a,167b,552a_Gonn_AP_Monrepos_final_nocolor.png,631a_Gonn_AP_Monrepos_final_nocolor.png,167b_GG_MB_2021_MdAM_final_nocolor.png
1,156,151b,241a,418a,151b_PC_DSC00570_final_nocolor.png,241a_Badegoule_MdP_Pr.A.png,418a_Gonn_AP_Monrepos_final_nocolor.png
1,157,167b,420b,241a,167b_GG_MB_2021_MdAM_final_nocolor.png,420b_Gonn_AP_Monrepos_final_nocolor.png,241a_Badegoule_MdP_Pr.A.png
1,158,186b,431a,241a,186b_GG_MB_2021_MdAM_final_nocolor.png,431a_Gonn_AP_Monrepos_final_nocolor.png,241a_Badegoule_MdP_Pr.A.png
1,159,167b,626a,93a,167b_GG_MB_2021_MdAM_final_nocolor.png,626a_Gonn_AP_Monrepos_final_nocolor.png,93a_Gourdan_GG_MB_2021_MAN_Piette_final_nocolor.png
