participant_id,trial_num,option_a,option_b,target,option_a_file,option_b_file,target_file
1,51,186a,484a,144a,186a_GG_MB_2021_MdAM_final_nocolor.png,484a_Gonn_AP_Monrepos_final_nocolor.png,144a_L-B_MdP_final_nocolor.png
1,52,555a,631a,241a,555a_Gonn_AP_Monrepos_final_nocolor.png,631a_Gonn_AP_Monrepos_final_nocolor.png,241a_Badegoule_MdP_Pr.A.png
1,53,353a,84a,144b,353a_Gonn_AP_Monrepos_final_nocolor.png,84a_Gonn_AP_Monrepos_final_nocolor.png,144b_L-B_MdP_final_nocolor.png
1,54,144a,93a,418a,144a_L-B_MdP_final_nocolor.png,93a_Gourdan_GG_MB_2021_MAN_Piette_final_nocolor.png,418a_Gonn_AP_Monrepos_final_nocolor.png
1,55,186b,84a,484a,186b_GG_MB_2021_MdAM_final_nocolor.png,84a_Gonn_AP_Monrepos_final_nocolor.png,484a_Gonn_AP_Monrepos_final_nocolor.png
1,56,226a,70b,370a,226a_Aguas_Sant_Final_nocolor.png,70b_Gonn_AP_Monrepos_final_nocolor.png,370a_Gonn_AP_Monrepos_final_nocolor.png
1,57,144a,420b,431a,144a_L-B_MdP_final_nocolor.png,420b_Gonn_AP_Monrepos_final_nocolor.png,431a_Gonn_AP_Monrepos_final_nocolor.png
1,58,151a,93a,93b,151a MdA_final_nocolor.png,93a_Gourdan_GG_MB_2021_MAN_Piette_final_nocolor.png,93b_Gourdan_GG_MB_2021_MAN_Piette_final_nocolor.png
1,59,241a,360a,73a,241a_Badegoule_MdP_Pr.A.png,360a_Gonn_AP_Monrepos_final_nocolor.png,73a_Gonn_AP_Monrepos_final_nocolor.png
1,60,144b,186a,226b,144b_L-B_MdP_final_nocolor.png,186a_GG_MB_2021_MdAM_final_nocolor.png,226b_Aguas_Santander_final_nocolor.png
1,61,144b,201a,70a,144b_L-B_MdP_final_nocolor.png,201a_Peters_Graziosi 1960_final_nocolor.png,70a_Gonn_AP_Monrepos_final_nocolor.png
1,62,144a,552a,93b,144a_L-B_MdP_final_nocolor.png,552a_Gonn_AP_Monrepos_final_nocolor.png,93b_Gourdan_GG_MB_2021_MAN_Piette_final_nocolor.png
1,63,167a,307a,167b,167a_GG_MB_2021_MdAM_final_nocolor.png,307a_Gonn_AP_Monrepos_final_nocolor.png,167b_GG_MB_2021_MdAM_final_nocolor.png
1,64,186b,241a,353a,186b_GG_MB_2021_MdAM_final_nocolor.png,241a_Badegoule_MdP_Pr.A.png,353a_Gonn_AP_Monrepos_final_nocolor.png
1,65,484a,93a,167a,484a_Gonn_AP_Monrepos_final_nocolor.png,93a_Gourdan_GG_MB_2021_MAN_Piette_final_nocolor.png,167a_GG_MB_2021_MdAM_final_nocolor.png
1,66,431a,93a,167b,431a_Gonn_AP_Monrepos_final_nocolor.png,93a_Gourdan_GG_MB_2021_MAN_Piette_final_nocolor.png,167b_GG_MB_2021_MdAM_final_nocolor.png
1,67,144a,241b,186b,144a_L-B_MdP_final_nocolor.png,241b_Badegoule_MdP_Pr.A.png,186b_GG_MB_2021_MdAM_final_nocolor.png
1,68,167b,202a,631a,167b_GG_MB_2021_MdAM_final_nocolor.png,202a_final_nocolor.png,631a_Gonn_AP_Monrepos_final_nocolor.png
1,69,420b,626a,355a,420b_Gonn_AP_Monrepos_final_nocolor.png,626a_Gonn_AP_Monrepos_final_nocolor.png,355a_Gonn_AP_Monrepos_final_nocolor.png
1,70,151a,555a,167a,151a MdA_final_nocolor.png,555a_Gonn_AP_Monrepos_final_nocolor.png,167a_GG_MB_2021_MdAM_final_nocolor.png
1,71,167b,370a,93a,167b_GG_MB_2021_MdAM_final_nocolor.png,370a_Gonn_AP_Monrepos_final_nocolor.png,93a_Gourdan_GG_MB_2021_MAN_Piette_final_nocolor.png
1,72,241b,307a,360a,241b_Badegoule_MdP_Pr.A.png,307a_Gonn_AP_Monrepos_final_nocolor.png,360a_Gonn_AP_Monrepos_final_nocolor.png
1,73,73a,93a,226b,73a_Gonn_AP_Monrepos_final_nocolor.png,93a_Gourdan_GG_MB_2021_MAN_Piette_final_nocolor.png,226b_Aguas_Santander_final_nocolor.png
1,74,144b,552a,202a,144b_L-B_MdP_final_nocolor.png,552a_Gonn_AP_Monrepos_final_nocolor.png,202a_final_nocolor.png
1,75,241a,73a,73b,241a_Badegoule_MdP_Pr.A.png,73a_Gonn_AP_Monrepos_final_nocolor.png,73b_Gonn_AP_Monrepos_final_nocolor.png
1,76,353a,73b,202b,353a_Gonn_AP_Monrepos_final_nocolor.png,73b_Gonn_AP_Monrepos_final_nocolor.png,202b_final_nocolor.png
1,77,241a,420a,144a,241a_Badegoule_MdP_Pr.A.png,420a_Gonn_AP_Monrepos_final_nocolor.png,144a_L-B_MdP_final_nocolor.png
1,78,73a,93b,202a,73a_Gonn_AP_Monrepos_final_nocolor.png,93b_Gourdan_GG_MB_2021_MAN_Piette_final_nocolor.png,202a_final_nocolor.png
1,79,202a,73b,167a,202a_final_nocolor.png,73b_Gonn_AP_Monrepos_final_nocolor.png,167a_GG_MB_2021_MdAM_final_nocolor.png
1,80,418a,73a,70b,418a_Gonn_AP_Monrepos_final_nocolor.png,73a_Gonn_AP_Monrepos_final_nocolor.png,70b_Gonn_AP_Monrepos_final_nocolor.png
1,81,151b,202a,484a,151b_PC_DSC00570_final_nocolor.png,202a_final_nocolor.png,484a_Gonn_AP_Monrepos_final_nocolor.png
1,82,226b,360a,84a,226b_Aguas_Santander_final_nocolor.png,360a_Gonn_AP_Monrepos_final_nocolor.png,84a_Gonn_AP_Monrepos_final_nocolor.png
1,83,307b,360a,552a,307b_Gonn_AP_Monrepos_final_nocolor.png,360a_Gonn_AP_Monrepos_final_nocolor.png,552a_Gonn_AP_Monrepos_final_nocolor.png
1,84,353a,420a,307a,353a_Gonn_AP_Monrepos_final_nocolor.png,420a_Gonn_AP_Monrepos_final_nocolor.png,307a_Gonn_AP_Monrepos_final_nocolor.png
1,85,202a,484a,151b,202a_final_nocolor.png,484a_Gonn_AP_Monrepos_final_nocolor.png,151b_PC_DSC00570_final_nocolor.png
1,86,201a,626a,167a,201a_Peters_Graziosi 1960_final_nocolor.png,626a_Gonn_AP_Monrepos_final_nocolor.png,167a_GG_MB_2021_MdAM_final_nocolor.png
1,87,360a,93b,241b,360a_Gonn_AP_Monrepos_final_nocolor.png,93b_Gourdan_GG_MB_2021_MAN_Piette_final_nocolor.png,241b_Badegoule_MdP_Pr.A.png
1,88,167a,307b,84a,167a_GG_MB_2021_MdAM_final_nocolor.png,307b_Gonn_AP_Monrepos_final_nocolor.png,84a_Gonn_AP_Monrepos_final_nocolor.png
1,89,202a,70b,370a,202a_final_nocolor.png,70b_Gonn_AP_Monrepos_final_nocolor.png,370a_Gonn_AP_Monrepos_final_nocolor.png
1,90,360a,431a,70a,360a_Gonn_AP_Monrepos_final_nocolor.png,431a_Gonn_AP_Monrepos_final_nocolor.png,70a_Gonn_AP_Monrepos_final_nocolor.png
1,91,201a,202a,360a,201a_Peters_Graziosi 1960_final_nocolor.png,202a_final_nocolor.png,360a_Gonn_AP_Monrepos_final_nocolor.png
1,92,167a,420b,355a,167a_GG_MB_2021_MdAM_final_nocolor.png,420b_Gonn_AP_Monrepos_final_nocolor.png,355a_Gonn_AP_Monrepos_final_nocolor.png
1,93,370a,484a,73b,370a_Gonn_AP_Monrepos_final_nocolor.png,484a_Gonn_AP_Monrepos_final_nocolor.png,73b_Gonn_AP_Monrepos_final_nocolor.png
1,94,370a,73b,360a,370a_Gonn_AP_Monrepos_final_nocolor.png,73b_Gonn_AP_Monrepos_final_nocolor.png,360a_Gonn_AP_Monrepos_final_nocolor.png
1,95,144b,70b,420b,144b_L-B_MdP_final_nocolor.png,70b_Gonn_AP_Monrepos_final_nocolor.png,420b_Gonn_AP_Monrepos_final_nocolor.png
1,96,186b,552a,70b,186b_GG_MB_2021_MdAM_final_nocolor.png,552a_Gonn_AP_Monrepos_final_nocolor.png,70b_Gonn_AP_Monrepos_final_nocolor.png
1,97,167b,307b,360a,167b_GG_MB_2021_MdAM_final_nocolor.png,307b_Gonn_AP_Monrepos_final_nocolor.png,360a_Gonn_AP_Monrepos_final_nocolor.png
1,98,307b,631a,144a,307b_Gonn_AP_Monrepos_final_nocolor.png,631a_Gonn_AP_Monrepos_final_nocolor.png,144a_L-B_MdP_final_nocolor.png
1,99,151a,93a,144b,151a MdA_final_nocolor.png,93a_Gourdan_GG_MB_2021_MAN_Piette_final_nocolor.png,144b_L-B_MdP_final_nocolor.png
1,100,151b,73b,552a,151b_PC_DSC00570_final_nocolor.png,73b_Gonn_AP_Monrepos_final_nocolor.png,552a_Gonn_AP_Monrepos_final_nocolor.png
1,101,241b,307a,484a,241b_Badegoule_MdP_Pr.A.png,307a_Gonn_AP_Monrepos_final_nocolor.png,484a_Gonn_AP_Monrepos_final_nocolor.png
1,102,555a,70a,84a,555a_Gonn_AP_Monrepos_final_nocolor.png,70a_Gonn_AP_Monrepos_final_nocolor.png,84a_Gonn_AP_Monrepos_final_nocolor.png
1,103,167a,370a,241b,167a_GG_MB_2021_MdAM_final_nocolor.png,370a_Gonn_AP_Monrepos_final_nocolor.png,241b_Badegoule_MdP_Pr.A.png
1,104,151a,418a,420b,151a MdA_final_nocolor.png,418a_Gonn_AP_Monrepos_final_nocolor.png,420b_Gonn_AP_Monrepos_final_nocolor.png
1,105,186a,226a,431a,186a_GG_MB_2021_MdAM_final_nocolor.png,226a_Aguas_Sant_Final_nocolor.png,431a_Gonn_AP_Monrepos_final_nocolor.png
1,106,186b,552a,226b,186b_GG_MB_2021_MdAM_final_nocolor.png,552a_Gonn_AP_Monrepos_final_nocolor.png,226b_Aguas_Santander_final_nocolor.png
1,107,241a,631a,84a,241a_Badegoule_MdP_Pr.A.png,631a_Gonn_AP_Monrepos_final_nocolor.png,84a_Gonn_AP_Monrepos_final_nocolor.png
1,108,241b,73a,626a,241b_Badegoule_MdP_Pr.A.png,73a_Gonn_AP_Monrepos_final_nocolor.png,626a_Gonn_AP_Monrepos_final_nocolor.png
1,109,484a,70b,226b,484a_Gonn_AP_Monrepos_final_nocolor.png,70b_Gonn_AP_Monrepos_final_nocolor.png,226b_Aguas_Santander_final_nocolor.png
1,110,144a,626a,167a,144a_L-B_MdP_final_nocolor.png,626a_Gonn_AP_Monrepos_final_nocolor.png,167a_GG_MB_2021_MdAM_final_nocolor.png
1,111,151b,226b,70a,151b_PC_DSC00570_final_nocolor.png,226b_Aguas_Santander_final_nocolor.png,70a_Gonn_AP_Monrepos_final_nocolor.png
1,112,226a,307a,201a,226a_Aguas_Sant_Final_nocolor.png,307a_Gonn_AP_Monrepos_final_nocolor.png,201a_Peters_Graziosi 1960_final_nocolor.png
1,113,167b,241b,631a,167b_GG_MB_2021_MdAM_final_nocolor.png,241b_Badegoule_MdP_Pr.A.png,631a_Gonn_AP_Monrepos_final_nocolor.png
1,114,151b,73a,626a,151b_PC_DSC00570_final_nocolor.png,73a_Gonn_AP_Monrepos_final_nocolor.png,626a_Gonn_AP_Monrepos_final_nocolor.png
1,115,151a,360a,626a,151a MdA_final_nocolor.png,360a_Gonn_AP_Monrepos_final_nocolor.png,626a_Gonn_AP_Monrepos_final_nocolor.png
1,116,418a,70b,241a,418a_Gonn_AP_Monrepos_final_nocolor.png,70b_Gonn_AP_Monrepos_final_nocolor.png,241a_Badegoule_MdP_Pr.A.png
1,117,167b,420a,70b,167b_GG_MB_2021_MdAM_final_nocolor.png,420a_Gonn_AP_Monrepos_final_nocolor.png,70b_Gonn_AP_Monrepos_final_nocolor.png
1,118,151b,353a,202b,151b_PC_DSC00570_final_nocolor.png,353a_Gonn_AP_Monrepos_final_nocolor.png,202b_final_nocolor.png
1,119,167a,226a,93a,167a_GG_MB_2021_MdAM_final_nocolor.png,226a_Aguas_Sant_Final_nocolor.png,93a_Gourdan_GG_MB_2021_MAN_Piette_final_nocolor.png
1,120,144b,186b,93b,144b_L-B_MdP_final_nocolor.png,186b_GG_MB_2021_MdAM_final_nocolor.png,93b_Gourdan_GG_MB_2021_MAN_Piette_final_nocolor.png
1,121,186b,420b,626a,186b_GG_MB_2021_MdAM_final_nocolor.png,420b_Gonn_AP_Monrepos_final_nocolor.png,626a_Gonn_AP_Monrepos_final_nocolor.png
1,122,151a,186b,307a,151a MdA_final_nocolor.png,186b_GG_MB_2021_MdAM_final_nocolor.png,307a_Gonn_AP_Monrepos_final_nocolor.png
1,123,353a,626a,420b,353a_Gonn_AP_Monrepos_final_nocolor.png,626a_Gonn_AP_Monrepos_final_nocolor.png,420b_Gonn_AP_Monrepos_final_nocolor.png
1,124,307b,420b,151b,307b_Gonn_AP_Monrepos_final_nocolor.png,420b_Gonn_AP_Monrepos_final_nocolor.png,151b_PC_DSC00570_final_nocolor.png
1,125,353a,552a,226b,353a_Gonn_AP_Monrepos_final_nocolor.png,552a_Gonn_AP_Monrepos_final_nocolor.png,226b_Aguas_Santander_final_nocolor.png
1,126,186a,73a,202a,186a_GG_MB_2021_MdAM_final_nocolor.png,73a_Gonn_AP_Monrepos_final_nocolor.png,202a_final_nocolor.png
1,127,186b,226b,370a,186b_GG_MB_2021_MdAM_final_nocolor.png,226b_Aguas_Santander_final_nocolor.png,370a_Gonn_AP_Monrepos_final_nocolor.png
1,128,167a,186b,555a,167a_GG_MB_2021_MdAM_final_nocolor.png,186b_GG_MB_2021_MdAM_final_nocolor.png,555a_Gonn_AP_Monrepos_final_nocolor.png
1,129,370a,93a,420a,370a_Gonn_AP_Monrepos_final_nocolor.png,93a_Gourdan_GG_MB_2021_MAN_Piette_final_nocolor.png,420a_Gonn_AP_Monrepos_final_nocolor.png
1,130,241b,360a,418a,241b_Badegoule_MdP_Pr.A.png,360a_Gonn_AP_Monrepos_final_nocolor.png,418a_Gonn_AP_Monrepos_final_nocolor.png
1,131,201a,555a,226b,201a_Peters_Graziosi 1960_final_nocolor.png,555a_Gonn_AP_Monrepos_final_nocolor.png,226b_Aguas_Santander_final_nocolor.png
1,132,555a,73a,201a,555a_Gonn_AP_Monrepos_final_nocolor.png,73a_Gonn_AP_Monrepos_final_nocolor.png,201a_Peters_Graziosi 1960_final_nocolor.png
1,133,226b,84a,420a,226b_Aguas_Santander_final_nocolor.png,84a_Gonn_AP_Monrepos_final_nocolor.png,420a_Gonn_AP_Monrepos_final_nocolor.png
1,134,420b,93a,241a,420b_Gonn_AP_Monrepos_final_nocolor.png,93a_Gourdan_GG_MB_2021_MAN_Piette_final_nocolor.png,241a_Badegoule_MdP_Pr.A.png
1,135,144a,201a,552a,144a_L-B_MdP_final_nocolor.png,201a_Peters_Graziosi 1960_final_nocolor.png,552a_Gonn_AP_Monrepos_final_nocolor.png
1,136,144b,186b,370a,144b_L-B_MdP_final_nocolor.png,186b_GG_MB_2021_MdAM_final_nocolor.png,370a_Gonn_AP_Monrepos_final_nocolor.png
1,137,144a,70a,186b,144a_L-B_MdP_final_nocolor.png,70a_Gonn_AP_Monrepos_final_nocolor.png,186b_GG_MB_2021_MdAM_final_nocolor.png
1,138,186a,73b,201a,186a_GG_MB_2021_MdAM_final_nocolor.png,73b_Gonn_AP_Monrepos_final_nocolor.png,201a_Peters_Graziosi 1960_final_nocolor.png
1,139,202a,93a,70a,202a_final_nocolor.png,93a_Gourdan_GG_MB_2021_MAN_Piette_final_nocolor.png,70a_Gonn_AP_Monrepos_final_nocolor.png
1,140,202b,93b,241b,202b_final_nocolor.png,93b_Gourdan_GG_MB_2021_MAN_Piette_final_nocolor.png,241b_Badegoule_MdP_Pr.A.png
1,141,186b,70b,144b,186b_GG_MB_2021_MdAM_final_nocolor.png,70b_Gonn_AP_Monrepos_final_nocolor.png,144b_L-B_MdP_final_nocolor.png
1,142,73a,93a,93b,73a_Gonn_AP_Monrepos_final_nocolor.png,93a_Gourdan_GG_MB_2021_MAN_Piette_final_nocolor.png,93b_Gourdan_GG_MB_2021_MAN_Piette_final_nocolor.png
1,143,418a,73a,226a,418a_Gonn_AP_Monrepos_final_nocolor.png,73a_Gonn_AP_Monrepos_final_nocolor.png,226a_Aguas_Sant_Final_nocolor.png
1,144,241b,93a,418a,241b_Badegoule_MdP_Pr.A.png,93a_Gourdan_GG_MB_2021_MAN_Piette_final_nocolor.png,418a_Gonn_AP_Monrepos_final_nocolor.png
1,145,186a,202b,201a,186a_GG_MB_2021_MdAM_final_nocolor.png,202b_final_nocolor.png,201a_Peters_Graziosi 1960_final_nocolor.png
1,146,370a,420a,73b,370a_Gonn_AP_Monrepos_final_nocolor.png,420a_Gonn_AP_Monrepos_final_nocolor.png,73b_Gonn_AP_Monrepos_final_nocolor.png
1,147,307a,420b,151b,307a_Gonn_AP_Monrepos_final_nocolor.png,420b_Gonn_AP_Monrepos_final_nocolor.png,151b_PC_DSC00570_final_nocolor.png
1,148,241a,370a,355a,241a_Badegoule_MdP_Pr.A.png,370a_Gonn_AP_Monrepos_final_nocolor.png,355a_Gonn_AP_Monrepos_final_nocolor.png
1,149,202b,84a,186b,202b_final_nocolor.png,84a_Gonn_AP_Monrepos_final_nocolor.png,186b_GG_MB_2021_MdAM_final_nocolor.png
1,150,151b,73b,226a,151b_PC_DSC00570_final_nocolor.png,73b_Gonn_AP_Monrepos_final_nocolor.png,226a_Aguas_Sant_Final_nocolor.png
1,151,241b,631a,307b,241b_Badegoule_MdP_Pr.A.png,631a_Gonn_AP_Monrepos_final_nocolor.png,307b_Gonn_AP_Monrepos_final_nocolor.png
1,152,355a,360a,93b,355a_Gonn_AP_Monrepos_final_nocolor.png,360a_Gonn_AP_Monrepos_final_nocolor.png,93b_Gourdan_GG_MB_2021_MAN_Piette_final_nocolor.png
1,153,226b,431a,552a,226b_Aguas_Santander_final_nocolor.png,431a_Gonn_AP_Monrepos_final_nocolor.png,552a_Gonn_AP_Monrepos_final_nocolor.png
1,154,201a,552a,226a,201a_Peters_Graziosi 1960_final_nocolor.png,552a_Gonn_AP_Monrepos_final_nocolor.png,226a_Aguas_Sant_Final_nocolor.png
1,155,167b,370a,420a,167b_GG_MB_2021_MdAM_final_nocolor.png,370a_Gonn_AP_Monrepos_final_nocolor.png,420a_Gonn_AP_Monrepos_final_nocolor.png
1,156,307a,418a,186b,307a_Gonn_AP_Monrepos_final_nocolor.png,418a_Gonn_AP_Monrepos_final_nocolor.png,186b_GG_MB_2021_MdAM_final_nocolor.png
1,157,555a,631a,70a,555a_Gonn_AP_Monrepos_final_nocolor.png,631a_Gonn_AP_Monrepos_final_nocolor.png,70a_Gonn_AP_Monrepos_final_nocolor.png
1,158,186b,70b,73a,186b_GG_MB_2021_MdAM_final_nocolor.png,70b_Gonn_AP_Monrepos_final_nocolor.png,73a_Gonn_AP_Monrepos_final_nocolor.png
1,159,241b,484a,552a,241b_Badegoule_MdP_Pr.A.png,484a_Gonn_AP_Monrepos_final_nocolor.png,552a_Gonn_AP_Monrepos_final_nocolor.png
1,160,307b,93a,144b,307b_Gonn_AP_Monrepos_final_nocolor.png,93a_Gourdan_GG_MB_2021_MAN_Piette_final_nocolor.png,144b_L-B_MdP_final_nocolor.png
