participant_id,trial_num,option_a,option_b,target,option_a_file,option_b_file,target_file
1,61,201a,353a,84a,201a_Peters_Graziosi 1960_final_nocolor.png,353a_Gonn_AP_Monrepos_final_nocolor.png,84a_Gonn_AP_Monrepos_final_nocolor.png
1,62,307a,420b,241b,307a_Gonn_AP_Monrepos_final_nocolor.png,420b_Gonn_AP_Monrepos_final_nocolor.png,241b_Badegoule_MdP_Pr.A.png
1,63,167b,418a,420b,167b_GG_MB_2021_MdAM_final_nocolor.png,418a_Gonn_AP_Monrepos_final_nocolor.png,420b_Gonn_AP_Monrepos_final_nocolor.png
1,64,144a,73b,70a,144a_L-B_MdP_final_nocolor.png,73b_Gonn_AP_Monrepos_final_nocolor.png,70a_Gonn_AP_Monrepos_final_nocolor.png
1,65,201a,202a,73a,201a_Peters_Graziosi 1960_final_nocolor.png,202a_final_nocolor.png,73a_Gonn_AP_Monrepos_final_nocolor.png
1,66,241a,70a,201a,241a_Badegoule_MdP_Pr.A.png,70a_Gonn_AP_Monrepos_final_nocolor.png,201a_Peters_Graziosi 1960_final_nocolor.png
1,67,186a,70b,420a,186a_GG_MB_2021_MdAM_final_nocolor.png,70b_Gonn_AP_Monrepos_final_nocolor.png,420a_Gonn_AP_Monrepos_final_nocolor.png
1,68,202b,93a,226b,202b_final_nocolor.png,93a_Gourdan_GG_MB_2021_MAN_Piette_final_nocolor.png,226b_Aguas_Santander_final_nocolor.png
1,69,353a,420b,151a,353a_Gonn_AP_Monrepos_final_nocolor.png,420b_Gonn_AP_Monrepos_final_nocolor.png,151a MdA_final_nocolor.png
1,70,226b,418a,73a,226b_Aguas_Santander_final_nocolor.png,418a_Gonn_AP_Monrepos_final_nocolor.png,73a_Gonn_AP_Monrepos_final_nocolor.png
1,71,144a,144b,167a,144a_L-B_MdP_final_nocolor.png,144b_L-B_MdP_final_nocolor.png,167a_GG_MB_2021_MdAM_final_nocolor.png
1,72,144a,84a,151a,144a_L-B_MdP_final_nocolor.png,84a_Gonn_AP_Monrepos_final_nocolor.png,151a MdA_final_nocolor.png
1,73,144a,631a,151b,144a_L-B_MdP_final_nocolor.png,631a_Gonn_AP_Monrepos_final_nocolor.png,151b_PC_DSC00570_final_nocolor.png
1,74,420b,73a,484a,420b_Gonn_AP_Monrepos_final_nocolor.png,73a_Gonn_AP_Monrepos_final_nocolor.png,484a_Gonn_AP_Monrepos_final_nocolor.png
1,75,370a,84a,186a,370a_Gonn_AP_Monrepos_final_nocolor.png,84a_Gonn_AP_Monrepos_final_nocolor.png,186a_GG_MB_2021_MdAM_final_nocolor.png
1,76,144a,73a,73b,144a_L-B_MdP_final_nocolor.png,73a_Gonn_AP_Monrepos_final_nocolor.png,73b_Gonn_AP_Monrepos_final_nocolor.png
1,77,151b,420b,201a,151b_PC_DSC00570_final_nocolor.png,420b_Gonn_AP_Monrepos_final_nocolor.png,201a_Peters_Graziosi 1960_final_nocolor.png
1,78,186a,420a,202a,186a_GG_MB_2021_MdAM_final_nocolor.png,420a_Gonn_AP_Monrepos_final_nocolor.png,202a_final_nocolor.png
1,79,353a,73a,307b,353a_Gonn_AP_Monrepos_final_nocolor.png,73a_Gonn_AP_Monrepos_final_nocolor.png,307b_Gonn_AP_Monrepos_final_nocolor.png
1,80,151b,355a,353a,151b_PC_DSC00570_final_nocolor.png,355a_Gonn_AP_Monrepos_final_nocolor.png,353a_Gonn_AP_Monrepos_final_nocolor.png
1,81,151a,73a,626a,151a MdA_final_nocolor.png,73a_Gonn_AP_Monrepos_final_nocolor.png,626a_Gonn_AP_Monrepos_final_nocolor.png
1,82,201a,226a,307a,201a_Peters_Graziosi 1960_final_nocolor.png,226a_Aguas_Sant_Final_nocolor.png,307a_Gonn_AP_Monrepos_final_nocolor.png
1,83,241a,370a,186b,241a_Badegoule_MdP_Pr.A.png,370a_Gonn_AP_Monrepos_final_nocolor.png,186b_GG_MB_2021_MdAM_final_nocolor.png
1,84,420b,84a,167b,420b_Gonn_AP_Monrepos_final_nocolor.png,84a_Gonn_AP_Monrepos_final_nocolor.png,167b_GG_MB_2021_MdAM_final_nocolor.png
1,85,418a,73a,555a,418a_Gonn_AP_Monrepos_final_nocolor.png,73a_Gonn_AP_Monrepos_final_nocolor.png,555a_Gonn_AP_Monrepos_final_nocolor.png
1,86,418a,484a,307a,418a_Gonn_AP_Monrepos_final_nocolor.png,484a_Gonn_AP_Monrepos_final_nocolor.png,307a_Gonn_AP_Monrepos_final_nocolor.png
1,87,226b,484a,167a,226b_Aguas_Santander_final_nocolor.png,484a_Gonn_AP_Monrepos_final_nocolor.png,167a_GG_MB_2021_MdAM_final_nocolor.png
1,88,226b,420b,202b,226b_Aguas_Santander_final_nocolor.png,420b_Gonn_AP_Monrepos_final_nocolor.png,202b_final_nocolor.png
1,89,186a,70b,420b,186a_GG_MB_2021_MdAM_final_nocolor.png,70b_Gonn_AP_Monrepos_final_nocolor.png,420b_Gonn_AP_Monrepos_final_nocolor.png
1,90,307a,360a,226b,307a_Gonn_AP_Monrepos_final_nocolor.png,360a_Gonn_AP_Monrepos_final_nocolor.png,226b_Aguas_Santander_final_nocolor.png
1,91,202b,73b,167b,202b_final_nocolor.png,73b_Gonn_AP_Monrepos_final_nocolor.png,167b_GG_MB_2021_MdAM_final_nocolor.png
1,92,307a,431a,226a,307a_Gonn_AP_Monrepos_final_nocolor.png,431a_Gonn_AP_Monrepos_final_nocolor.png,226a_Aguas_Sant_Final_nocolor.png
1,93,151b,552a,144b,151b_PC_DSC00570_final_nocolor.png,552a_Gonn_AP_Monrepos_final_nocolor.png,144b_L-B_MdP_final_nocolor.png
1,94,226b,70b,241a,226b_Aguas_Santander_final_nocolor.png,70b_Gonn_AP_Monrepos_final_nocolor.png,241a_Badegoule_MdP_Pr.A.png
1,95,202b,241a,626a,202b_final_nocolor.png,241a_Badegoule_MdP_Pr.A.png,626a_Gonn_AP_Monrepos_final_nocolor.png
1,96,70a,93a,420a,70a_Gonn_AP_Monrepos_final_nocolor.png,93a_Gourdan_GG_MB_2021_MAN_Piette_final_nocolor.png,420a_Gonn_AP_Monrepos_final_nocolor.png
1,97,202a,555a,186b,202a_final_nocolor.png,555a_Gonn_AP_Monrepos_final_nocolor.png,186b_GG_MB_2021_MdAM_final_nocolor.png
1,98,360a,70b,186a,360a_Gonn_AP_Monrepos_final_nocolor.png,70b_Gonn_AP_Monrepos_final_nocolor.png,186a_GG_MB_2021_MdAM_final_nocolor.png
1,99,226a,355a,151b,226a_Aguas_Sant_Final_nocolor.png,355a_Gonn_AP_Monrepos_final_nocolor.png,151b_PC_DSC00570_final_nocolor.png
1,100,307b,370a,144a,307b_Gonn_AP_Monrepos_final_nocolor.png,370a_Gonn_AP_Monrepos_final_nocolor.png,144a_L-B_MdP_final_nocolor.png
1,101,201a,353a,70b,201a_Peters_Graziosi 1960_final_nocolor.png,353a_Gonn_AP_Monrepos_final_nocolor.png,70b_Gonn_AP_Monrepos_final_nocolor.png
1,102,307b,626a,93b,307b_Gonn_AP_Monrepos_final_nocolor.png,626a_Gonn_AP_Monrepos_final_nocolor.png,93b_Gourdan_GG_MB_2021_MAN_Piette_final_nocolor.png
1,103,167b,73a,167a,167b_GG_MB_2021_MdAM_final_nocolor.png,73a_Gonn_AP_Monrepos_final_nocolor.png,167a_GG_MB_2021_MdAM_final_nocolor.png
1,104,201a,226a,167b,201a_Peters_Graziosi 1960_final_nocolor.png,226a_Aguas_Sant_Final_nocolor.png,167b_GG_MB_2021_MdAM_final_nocolor.png
1,105,151a,186a,202b,151a MdA_final_nocolor.png,186a_GG_MB_2021_MdAM_final_nocolor.png,202b_final_nocolor.png
1,106,353a,93a,431a,353a_Gonn_AP_Monrepos_final_nocolor.png,93a_Gourdan_GG_MB_2021_MAN_Piette_final_nocolor.png,431a_Gonn_AP_Monrepos_final_nocolor.png
1,107,186a,70a,73a,186a_GG_MB_2021_MdAM_final_nocolor.png,70a_Gonn_AP_Monrepos_final_nocolor.png,73a_Gonn_AP_Monrepos_final_nocolor.png
1,108,420a,84a,73b,420a_Gonn_AP_Monrepos_final_nocolor.png,84a_Gonn_AP_Monrepos_final_nocolor.png,73b_Gonn_AP_Monrepos_final_nocolor.png
1,109,151b,70b,484a,151b_PC_DSC00570_final_nocolor.png,70b_Gonn_AP_Monrepos_final_nocolor.png,484a_Gonn_AP_Monrepos_final_nocolor.png
1,110,226a,307b,370a,226a_Aguas_Sant_Final_nocolor.png,307b_Gonn_AP_Monrepos_final_nocolor.png,370a_Gonn_AP_Monrepos_final_nocolor.png
1,111,555a,73b,353a,555a_Gonn_AP_Monrepos_final_nocolor.png,73b_Gonn_AP_Monrepos_final_nocolor.png,353a_Gonn_AP_Monrepos_final_nocolor.png
1,112,360a,73a,418a,360a_Gonn_AP_Monrepos_final_nocolor.png,73a_Gonn_AP_Monrepos_final_nocolor.png,418a_Gonn_AP_Monrepos_final_nocolor.png
1,113,151a,484a,201a,151a MdA_final_nocolor.png,484a_Gonn_AP_Monrepos_final_nocolor.png,201a_Peters_Graziosi 1960_final_nocolor.png
1,114,202a,241b,186b,202a_final_nocolor.png,241b_Badegoule_MdP_Pr.A.png,186b_GG_MB_2021_MdAM_final_nocolor.png
1,115,186b,202a,93b,186b_GG_MB_2021_MdAM_final_nocolor.png,202a_final_nocolor.png,93b_Gourdan_GG_MB_2021_MAN_Piette_final_nocolor.png
1,116,167b,360a,201a,167b_GG_MB_2021_MdAM_final_nocolor.png,360a_Gonn_AP_Monrepos_final_nocolor.png,201a_Peters_Graziosi 1960_final_nocolor.png
1,117,201a,631a,186a,201a_Peters_Graziosi 1960_final_nocolor.png,631a_Gonn_AP_Monrepos_final_nocolor.png,186a_GG_MB_2021_MdAM_final_nocolor.png
1,118,201a,631a,431a,201a_Peters_Graziosi 1960_final_nocolor.png,631a_Gonn_AP_Monrepos_final_nocolor.png,431a_Gonn_AP_Monrepos_final_nocolor.png
1,119,355a,626a,241a,355a_Gonn_AP_Monrepos_final_nocolor.png,626a_Gonn_AP_Monrepos_final_nocolor.png,241a_Badegoule_MdP_Pr.A.png
1,120,151b,73a,241a,151b_PC_DSC00570_final_nocolor.png,73a_Gonn_AP_Monrepos_final_nocolor.png,241a_Badegoule_MdP_Pr.A.png
1,121,241a,370a,418a,241a_Badegoule_MdP_Pr.A.png,370a_Gonn_AP_Monrepos_final_nocolor.png,418a_Gonn_AP_Monrepos_final_nocolor.png
1,122,555a,626a,167a,555a_Gonn_AP_Monrepos_final_nocolor.png,626a_Gonn_AP_Monrepos_final_nocolor.png,167a_GG_MB_2021_MdAM_final_nocolor.png
1,123,144b,151a,151b,144b_L-B_MdP_final_nocolor.png,151a MdA_final_nocolor.png,151b_PC_DSC00570_final_nocolor.png
1,124,418a,420b,186a,418a_Gonn_AP_Monrepos_final_nocolor.png,420b_Gonn_AP_Monrepos_final_nocolor.png,186a_GG_MB_2021_MdAM_final_nocolor.png
1,125,241a,70b,144a,241a_Badegoule_MdP_Pr.A.png,70b_Gonn_AP_Monrepos_final_nocolor.png,144a_L-B_MdP_final_nocolor.png
1,126,167b,226a,73b,167b_GG_MB_2021_MdAM_final_nocolor.png,226a_Aguas_Sant_Final_nocolor.png,73b_Gonn_AP_Monrepos_final_nocolor.png
1,127,144b,484a,186a,144b_L-B_MdP_final_nocolor.png,484a_Gonn_AP_Monrepos_final_nocolor.png,186a_GG_MB_2021_MdAM_final_nocolor.png
1,128,353a,555a,484a,353a_Gonn_AP_Monrepos_final_nocolor.png,555a_Gonn_AP_Monrepos_final_nocolor.png,484a_Gonn_AP_Monrepos_final_nocolor.png
1,129,144b,151b,484a,144b_L-B_MdP_final_nocolor.png,151b_PC_DSC00570_final_nocolor.png,484a_Gonn_AP_Monrepos_final_nocolor.png
1,130,167a,355a,370a,167a_GG_MB_2021_MdAM_final_nocolor.png,355a_Gonn_AP_Monrepos_final_nocolor.png,370a_Gonn_AP_Monrepos_final_nocolor.png
1,131,151b,202a,241a,151b_PC_DSC00570_final_nocolor.png,202a_final_nocolor.png,241a_Badegoule_MdP_Pr.A.png
1,132,186a,484a,70b,186a_GG_MB_2021_MdAM_final_nocolor.png,484a_Gonn_AP_Monrepos_final_nocolor.png,70b_Gonn_AP_Monrepos_final_nocolor.png
1,133,484a,70b,418a,484a_Gonn_AP_Monrepos_final_nocolor.png,70b_Gonn_AP_Monrepos_final_nocolor.png,418a_Gonn_AP_Monrepos_final_nocolor.png
1,134,167b,70a,418a,167b_GG_MB_2021_MdAM_final_nocolor.png,70a_Gonn_AP_Monrepos_final_nocolor.png,418a_Gonn_AP_Monrepos_final_nocolor.png
1,135,186b,370a,360a,186b_GG_MB_2021_MdAM_final_nocolor.png,370a_Gonn_AP_Monrepos_final_nocolor.png,360a_Gonn_AP_Monrepos_final_nocolor.png
1,136,144b,202a,70a,144b_L-B_MdP_final_nocolor.png,202a_final_nocolor.png,70a_Gonn_AP_Monrepos_final_nocolor.png
1,137,431a,70b,73b,431a_Gonn_AP_Monrepos_final_nocolor.png,70b_Gonn_AP_Monrepos_final_nocolor.png,73b_Gonn_AP_Monrepos_final_nocolor.png
1,138,167a,626a,93b,167a_GG_MB_2021_MdAM_final_nocolor.png,626a_Gonn_AP_Monrepos_final_nocolor.png,93b_Gourdan_GG_MB_2021_MAN_Piette_final_nocolor.png
1,139,226b,360a,631a,226b_Aguas_Santander_final_nocolor.png,360a_Gonn_AP_Monrepos_final_nocolor.png,631a_Gonn_AP_Monrepos_final_nocolor.png
1,140,307a,631a,555a,307a_Gonn_AP_Monrepos_final_nocolor.png,631a_Gonn_AP_Monrepos_final_nocolor.png,555a_Gonn_AP_Monrepos_final_nocolor.png
1,141,151a,555a,93a,151a MdA_final_nocolor.png,555a_Gonn_AP_Monrepos_final_nocolor.png,93a_Gourdan_GG_MB_2021_MAN_Piette_final_nocolor.png
1,142,307b,353a,167a,307b_Gonn_AP_Monrepos_final_nocolor.png,353a_Gonn_AP_Monrepos_final_nocolor.png,167a_GG_MB_2021_MdAM_final_nocolor.png
1,143,420b,93a,431a,420b_Gonn_AP_Monrepos_final_nocolor.png,93a_Gourdan_GG_MB_2021_MAN_Piette_final_nocolor.png,431a_Gonn_AP_Monrepos_final_nocolor.png
1,144,241a,552a,202a,241a_Badegoule_MdP_Pr.A.png,552a_Gonn_AP_Monrepos_final_nocolor.png,202a_final_nocolor.png
1,145,307a,307b,420b,307a_Gonn_AP_Monrepos_final_nocolor.png,307b_Gonn_AP_Monrepos_final_nocolor.png,420b_Gonn_AP_Monrepos_final_nocolor.png
1,146,144a,631a,226b,144a_L-B_MdP_final_nocolor.png,631a_Gonn_AP_Monrepos_final_nocolor.png,226b_Aguas_Santander_final_nocolor.png
1,147,186a,202b,226b,186a_GG_MB_2021_MdAM_final_nocolor.png,202b_final_nocolor.png,226b_Aguas_Santander_final_nocolor.png
1,148,167a,555a,418a,167a_GG_MB_2021_MdAM_final_nocolor.png,555a_Gonn_AP_Monrepos_final_nocolor.png,418a_Gonn_AP_Monrepos_final_nocolor.png
1,149,241b,626a,226b,241b_Badegoule_MdP_Pr.A.png,626a_Gonn_AP_Monrepos_final_nocolor.png,226b_Aguas_Santander_final_nocolor.png
1,150,186b,73b,241a,186b_GG_MB_2021_MdAM_final_nocolor.png,73b_Gonn_AP_Monrepos_final_nocolor.png,241a_Badegoule_MdP_Pr.A.png
1,151,201a,355a,552a,201a_Peters_Graziosi 1960_final_nocolor.png,355a_Gonn_AP_Monrepos_final_nocolor.png,552a_Gonn_AP_Monrepos_final_nocolor.png
1,152,144a,151a,241b,144a_L-B_MdP_final_nocolor.png,151a MdA_final_nocolor.png,241b_Badegoule_MdP_Pr.A.png
1,153,144a,226b,70b,144a_L-B_MdP_final_nocolor.png,226b_Aguas_Santander_final_nocolor.png,70b_Gonn_AP_Monrepos_final_nocolor.png
1,154,151a,84a,167b,151a MdA_final_nocolor.png,84a_Gonn_AP_Monrepos_final_nocolor.png,167b_GG_MB_2021_MdAM_final_nocolor.png
1,155,241b,73a,202a,241b_Badegoule_MdP_Pr.A.png,73a_Gonn_AP_Monrepos_final_nocolor.png,202a_final_nocolor.png
1,156,167b,418a,626a,167b_GG_MB_2021_MdAM_final_nocolor.png,418a_Gonn_AP_Monrepos_final_nocolor.png,626a_Gonn_AP_Monrepos_final_nocolor.png
1,157,167a,93a,420b,167a_GG_MB_2021_MdAM_final_nocolor.png,93a_Gourdan_GG_MB_2021_MAN_Piette_final_nocolor.png,420b_Gonn_AP_Monrepos_final_nocolor.png
1,158,360a,70b,151b,360a_Gonn_AP_Monrepos_final_nocolor.png,70b_Gonn_AP_Monrepos_final_nocolor.png,151b_PC_DSC00570_final_nocolor.png
1,159,202b,241a,201a,202b_final_nocolor.png,241a_Badegoule_MdP_Pr.A.png,201a_Peters_Graziosi 1960_final_nocolor.png
1,160,144a,73a,552a,144a_L-B_MdP_final_nocolor.png,73a_Gonn_AP_Monrepos_final_nocolor.png,552a_Gonn_AP_Monrepos_final_nocolor.png
1,161,186b,353a,93b,186b_GG_MB_2021_MdAM_final_nocolor.png,353a_Gonn_AP_Monrepos_final_nocolor.png,93b_Gourdan_GG_MB_2021_MAN_Piette_final_nocolor.png
1,162,418a,93a,144a,418a_Gonn_AP_Monrepos_final_nocolor.png,93a_Gourdan_GG_MB_2021_MAN_Piette_final_nocolor.png,144a_L-B_MdP_final_nocolor.png
1,163,167b,484a,84a,167b_GG_MB_2021_MdAM_final_nocolor.png,484a_Gonn_AP_Monrepos_final_nocolor.png,84a_Gonn_AP_Monrepos_final_nocolor.png
